0  2042431976.27383  1958791872.24682  -21036632.1556386
3328  2042431568.19684  1958709791.43121  -21036369.3530074
6656  2042431159.99608  1958627710.49181  -21036106.5490867
9984  2042430751.67153  1958545629.42864  -21035843.7438767
13312  2042430343.22321  1958463548.24168  -21035580.9373774
16640  2042429934.65111  1958381466.93095  -21035318.1295887
19968  2042429525.95523  1958299385.49643  -21035055.3205106
23296  2042429117.13557  1958217303.93814  -21034792.5101431
26624  2042428708.19213  1958135222.25607  -21034529.6984863
29952  2042428299.12491  1958053140.45022  -21034266.8855401
33280  2042427889.93391  1957971058.52059  -21034004.0713045
36608  2042427480.61914  1957888976.46718  -21033741.2557796
39936  2042427071.18058  1957806894.28999  -21033478.4389652
43264  2042426661.61824  1957724811.98902  -21033215.6208616
46592  2042426251.93213  1957642729.56428  -21032952.8014685
49920  2042425842.12223  1957560647.01575  -21032689.9807861
53248  2042425432.18856  1957478564.34344  -21032427.1588144
56576  2042425022.13111  1957396481.54736  -21032164.3355532
59904  2042424611.94987  1957314398.62749  -21031901.5110027
63232  2042424201.64486  1957232315.58385  -21031638.6851628
66560  2042423791.21607  1957150232.41643  -21031375.8580336
69888  2042423380.6635  1957068149.12522  -21031113.029615
73216  2042422969.98715  1956986065.71024  -21030850.199907
76544  2042422559.18702  1956903982.17148  -21030587.3689096
79872  2042422148.26311  1956821898.50894  -21030324.5366229
83200  2042421737.21543  1956739814.72262  -21030061.7030468
86528  2042421326.04396  1956657730.81252  -21029798.8681814
89856  2042420914.74871  1956575646.77864  -21029536.0320266
93184  2042420503.32969  1956493562.62098  -21029273.1945824
96512  2042420091.78688  1956411478.33955  -21029010.3558488
99840  2042419680.1203  1956329393.93433  -21028747.5158259
103168  2042419268.32994  1956247309.40534  -21028484.6745136
106496  2042418856.41579  1956165224.75256  -21028221.831912
109824  2042418444.37787  1956083139.97601  -21027958.9880209
113152  2042418032.21617  1956001055.07567  -21027696.1428406
116480  2042417619.93069  1955918970.05156  -21027433.2963708
119808  2042417207.52143  1955836884.90367  -21027170.4486117
123136  2042416794.98839  1955754799.632  -21026907.5995632
126464  2042416382.33157  1955672714.23655  -21026644.7492253
129792  2042415969.55097  1955590628.71732  -21026381.8975981
133120  2042415556.6466  1955508543.07431  -21026119.0446815
136448  2042415143.61844  1955426457.30752  -21025856.1904755
139776  2042414730.46651  1955344371.41695  -21025593.3349802
143104  2042414317.19079  1955262285.4026  -21025330.4781955
146432  2042413903.7913  1955180199.26448  -21025067.6201214
149760  2042413490.26802  1955098113.00257  -21024804.760758
153088  2042413076.62097  1955016026.61689  -21024541.9001052
156416  2042412662.85014  1954933940.10742  -21024279.038163
159744  2042412248.95553  1954851853.47418  -21024016.1749315
163072  2042411834.93714  1954769766.71716  -21023753.3104105
166400  2042411420.79497  1954687679.83635  -21023490.4446003
169728  2042411006.52902  1954605592.83177  -21023227.5775006
173056  2042410592.13929  1954523505.70341  -21022964.7091116
176384  2042410177.62578  1954441418.45127  -21022701.8394332
179712  2042409762.98849  1954359331.07535  -21022438.9684655
183040  2042409348.22743  1954277243.57565  -21022176.0962084
186368  2042408933.34258  1954195155.95218  -21021913.2226619
189696  2042408518.33396  1954113068.20492  -21021650.3478261
193024  2042408103.20155  1954030980.33388  -21021387.4717008
196352  2042407687.94537  1953948892.33907  -21021124.5942863
199680  2042407272.56541  1953866804.22047  -21020861.7155823
203008  2042406857.06166  1953784715.9781  -21020598.835589
206336  2042406441.43414  1953702627.61194  -21020335.9543063
209664  2042406025.68284  1953620539.12201  -21020073.0717342
212992  2042405609.80776  1953538450.5083  -21019810.1878728
216320  2042405193.8089  1953456361.77081  -21019547.302722
219648  2042404777.68626  1953374272.90954  -21019284.4162819
222976  2042404361.43984  1953292183.92449  -21019021.5285523
226304  2042403945.06965  1953210094.81566  -21018758.6395334
229632  2042403528.57567  1953128005.58305  -21018495.7492252
232960  2042403111.95792  1953045916.22666  -21018232.8576276
236288  2042402695.21638  1952963826.74649  -21017969.9647406
239616  2042402278.35107  1952881737.14255  -21017707.0705642
242944  2042401861.36197  1952799647.41482  -21017444.1750985
246272  2042401444.2491  1952717557.56331  -21017181.2783434
249600  2042401027.01245  1952635467.58803  -21016918.3802989
252928  2042400609.65201  1952553377.48897  -21016655.4809651
256256  2042400192.1678  1952471287.26612  -21016392.5803419
259584  2042399774.55981  1952389196.9195  -21016129.6784293
262912  2042399356.82804  1952307106.4491  -21015866.7752274
266240  2042398938.97249  1952225015.85492  -21015603.8707361
269568  2042398520.99317  1952142925.13696  -21015340.9649554
272896  2042398102.89006  1952060834.29522  -21015078.0578853
276224  2042397684.66317  1951978743.3297  -21014815.1495259
279552  2042397266.31251  1951896652.2404  -21014552.2398772
282880  2042396847.83806  1951814561.02732  -21014289.328939
286208  2042396429.23984  1951732469.69047  -21014026.4167115
289536  2042396010.51783  1951650378.22983  -21013763.5031946
292864  2042395591.67205  1951568286.64541  -21013500.5883884
296192  2042395172.70249  1951486194.93722  -21013237.6722928
299520  2042394753.60914  1951404103.10525  -21012974.7549078
302848  2042394334.39202  1951322011.14949  -21012711.8362334
306176  2042393915.05112  1951239919.06996  -21012448.9162697
309504  2042393495.58644  1951157826.86665  -21012185.9950166
312832  2042393075.99798  1951075734.53956  -21011923.0724742
316160  2042392656.28575  1950993642.08869  -21011660.1486423
319488  2042392236.44973  1950911549.51404  -21011397.2235212
