0  4278770273.85084  -675263360.480525  -88545008.1285817
3328  4278787760.58821  -675343195.494393  -88545433.2515678
6656  4278805247.24306  -675423030.487631  -88545858.3719752
9984  4278822733.8154  -675502865.46024  -88546283.4898038
13312  4278840220.30521  -675582700.412219  -88546708.6050536
16640  4278857706.71251  -675662535.343567  -88547133.7177248
19968  4278875193.03728  -675742370.254286  -88547558.8278172
23296  4278892679.27954  -675822205.144375  -88547983.9353309
26624  4278910165.43928  -675902040.013835  -88548409.0402658
29952  4278927651.51649  -675981874.862664  -88548834.142622
33280  4278945137.51119  -676061709.690863  -88549259.2423994
36608  4278962623.42337  -676141544.498433  -88549684.3395982
39936  4278980109.25303  -676221379.285372  -88550109.4342182
43264  4278997595.00017  -676301214.051682  -88550534.5262594
46592  4279015080.66479  -676381048.797362  -88550959.6157219
49920  4279032566.24689  -676460883.522412  -88551384.7026057
53248  4279050051.74647  -676540718.226832  -88551809.7869108
56576  4279067537.16353  -676620552.910622  -88552234.8686371
59904  4279085022.49807  -676700387.573783  -88552659.9477846
63232  4279102507.75009  -676780222.216313  -88553085.0243535
66560  4279119992.91959  -676860056.838214  -88553510.0983436
69888  4279137478.00658  -676939891.439484  -88553935.169755
73216  4279154963.01104  -677019726.020125  -88554360.2385876
76544  4279172447.93298  -677099560.580136  -88554785.3048415
79872  4279189932.77241  -677179395.119517  -88555210.3685167
83200  4279207417.52931  -677259229.638268  -88555635.4296131
86528  4279224902.2037  -677339064.136389  -88556060.4881308
89856  4279242386.79556  -677418898.613881  -88556485.5440698
93184  4279259871.30491  -677498733.070742  -88556910.59743
96512  4279277355.73173  -677578567.506974  -88557335.6482115
99840  4279294840.07604  -677658401.922576  -88557760.6964142
103168  4279312324.33783  -677738236.317547  -88558185.7420382
106496  4279329808.5171  -677818070.691889  -88558610.7850835
109824  4279347292.61385  -677897905.045601  -88559035.8255501
113152  4279364776.62807  -677977739.378684  -88559460.8634379
116480  4279382260.55978  -678057573.691136  -88559885.898747
119808  4279399744.40897  -678137407.982958  -88560310.9314773
123136  4279417228.17564  -678217242.254151  -88560735.9616289
126464  4279434711.85979  -678297076.504714  -88561160.9892018
129792  4279452195.46143  -678376910.734646  -88561586.0141959
133120  4279469678.98054  -678456744.943949  -88562011.0366113
136448  4279487162.41713  -678536579.132622  -88562436.056448
139776  4279504645.7712  -678616413.300665  -88562861.0737059
143104  4279522129.04275  -678696247.448079  -88563286.0883851
146432  4279539612.23179  -678776081.574862  -88563711.1004855
149760  4279557095.3383  -678855915.681016  -88564136.1100073
153088  4279574578.3623  -678935749.766539  -88564561.1169503
156416  4279592061.30377  -679015583.831433  -88564986.1213145
159744  4279609544.16273  -679095417.875697  -88565411.1231
163072  4279627026.93916  -679175251.899331  -88565836.1223068
166400  4279644509.63308  -679255085.902335  -88566261.1189349
169728  4279661992.24448  -679334919.884709  -88566686.1129842
173056  4279679474.77335  -679414753.846453  -88567111.1044547
176384  4279696957.21971  -679494587.787568  -88567536.0933466
179712  4279714439.58355  -679574421.708052  -88567961.0796597
183040  4279731921.86487  -679654255.607907  -88568386.0633941
186368  4279749404.06367  -679734089.487132  -88568811.0445497
189696  4279766886.17995  -679813923.345727  -88569236.0231266
193024  4279784368.21371  -679893757.183692  -88569660.9991248
196352  4279801850.16495  -679973591.001027  -88570085.9725442
199680  4279819332.03367  -680053424.797732  -88570510.9433849
203008  4279836813.81987  -680133258.573807  -88570935.9116468
206336  4279854295.52355  -680213092.329253  -88571360.87733
209664  4279871777.14471  -680292926.064068  -88571785.8404345
212992  4279889258.68336  -680372759.778254  -88572210.8009603
216320  4279906740.13948  -680452593.47181  -88572635.7589073
219648  4279924221.51308  -680532427.144736  -88573060.7142756
222976  4279941702.80417  -680612260.797032  -88573485.6670651
226304  4279959184.01273  -680692094.428698  -88573910.6172759
229632  4279976665.13878  -680771928.039734  -88574335.564908
232960  4279994146.1823  -680851761.630141  -88574760.5099614
236288  4280011627.14331  -680931595.199917  -88575185.452436
239616  4280029108.0218  -681011428.749064  -88575610.3923318
242944  4280046588.81776  -681091262.277581  -88576035.329649
246272  4280064069.53121  -681171095.785468  -88576460.2643874
249600  4280081550.16214  -681250929.272725  -88576885.196547
252928  4280099030.71055  -681330762.739352  -88577310.1261279
256256  4280116511.17644  -681410596.185349  -88577735.0531301
259584  4280133991.55981  -681490429.610716  -88578159.9775536
262912  4280151471.86066  -681570263.015454  -88578584.8993983
266240  4280168952.07899  -681650096.399562  -88579009.8186643
269568  4280186432.2148  -681729929.763039  -88579434.7353515
272896  4280203912.26809  -681809763.105887  -88579859.6494601
276224  4280221392.23886  -681889596.428105  -88580284.5609898
279552  4280238872.12711  -681969429.729693  -88580709.4699409
282880  4280256351.93285  -682049263.010651  -88581134.3763132
286208  4280273831.65606  -682129096.27098  -88581559.2801068
289536  4280291311.29675  -682208929.510678  -88581984.1813216
292864  4280308790.85493  -682288762.729746  -88582409.0799577
296192  4280326270.33058  -682368595.928185  -88582833.9760151
299520  4280343749.72372  -682448429.105994  -88583258.8694937
302848  4280361229.03433  -682528262.263173  -88583683.7603936
306176  4280378708.26243  -682608095.399722  -88584108.6487148
309504  4280396187.408  -682687928.515641  -88584533.5344572
312832  4280413666.47106  -682767761.61093  -88584958.4176209
316160  4280431145.4516  -682847594.685589  -88585383.2982058
319488  4280448624.34962  -682927427.739619  -88585808.1762121
322816  4280466103.16511  -683007260.773018  -88586233.0516395
326144  4280483581.89809  -683087093.785788  -88586657.9244883
329472  4280501060.54855  -683166926.777928  -88587082.7947583
332800  4280518539.11649  -683246759.749438  -88587507.6624496
336128  4280536017.60191  -683326592.700318  -88587932.5275621
339456  4280553496.00481  -683406425.630568  -88588357.3900959
342784  4280570974.32519  -683486258.540188  -88588782.250051
346112  4280588452.56306  -683566091.429179  -88589207.1074273
349440  4280605930.7184  -683645924.297539  -88589631.9622249
352768  4280623408.79122  -683725757.14527  -88590056.8144438
356096  4280640886.78152  -683805589.972371  -88590481.6640839
359424  4280658364.68931  -683885422.778842  -88590906.5111453
362752  4280675842.51457  -683965255.564683  -88591331.355628
366080  4280693320.25732  -684045088.329894  -88591756.1975319
369408  4280710797.91754  -684124921.074475  -88592181.0368571
372736  4280728275.49525  -684204753.798426  -88592605.8736036
376064  4280745752.99043  -684284586.501748  -88593030.7077713
379392  4280763230.4031  -684364419.184439  -88593455.5393603
382720  4280780707.73325  -684444251.846501  -88593880.3683705
386048  4280798184.98087  -684524084.487933  -88594305.194802
389376  4280815662.14598  -684603917.108735  -88594730.0186548
392704  4280833139.22857  -684683749.708907  -88595154.8399289
396032  4280850616.22864  -684763582.288449  -88595579.6586242
399360  4280868093.14619  -684843414.847361  -88596004.4747407
402688  4280885569.98122  -684923247.385644  -88596429.2882786
406016  4280903046.73373  -685003079.903296  -88596854.0992377
409344  4280920523.40372  -685082912.400319  -88597278.907618
412672  4280937999.99119  -685162744.876711  -88597703.7134197
416000  4280955476.49614  -685242577.332474  -88598128.5166426
419328  4280972952.91857  -685322409.767607  -88598553.3172867
422656  4280990429.25848  -685402242.18211  -88598978.1153521
425984  4281007905.51588  -685482074.575984  -88599402.9108388
429312  4281025381.69075  -685561906.949227  -88599827.7037468
432640  4281042857.7831  -685641739.30184  -88600252.494076
435968  4281060333.79294  -685721571.633824  -88600677.2818265
439296  4281077809.72025  -685801403.945178  -88601102.0669982
442624  4281095285.56505  -685881236.235901  -88601526.8495912
445952  4281112761.32732  -685961068.505995  -88601951.6296055
449280  4281130237.00708  -686040900.755459  -88602376.4070411
452608  4281147712.60432  -686120732.984294  -88602801.1818979
455936  4281165188.11903  -686200565.192498  -88603225.9541759
459264  4281182663.55123  -686280397.380072  -88603650.7238753
462592  4281200138.90091  -686360229.547017  -88604075.4909959
465920  4281217614.16807  -686440061.693331  -88604500.2555377
469248  4281235089.35271  -686519893.819016  -88604925.0175009
472576  4281252564.45483  -686599725.924071  -88605349.7768853
475904  4281270039.47443  -686679558.008496  -88605774.5336909
479232  4281287514.41151  -686759390.072291  -88606199.2879178
482560  4281304989.26607  -686839222.115456  -88606624.039566
485888  4281322464.03811  -686919054.137992  -88607048.7886355
489216  4281339938.72763  -686998886.139897  -88607473.5351262
492544  4281357413.33463  -687078718.121173  -88607898.2790382
495872  4281374887.85912  -687158550.081818  -88608323.0203714
499200  4281392362.30108  -687238382.021834  -88608747.7591259
502528  4281409836.66052  -687318213.94122  -88609172.4953017
505856  4281427310.93745  -687398045.839976  -88609597.2288987
509184  4281444785.13185  -687477877.718102  -88610021.9599171
512512  4281462259.24374  -687557709.575598  -88610446.6883566
515840  4281479733.2731  -687637541.412465  -88610871.4142175
519168  4281497207.21995  -687717373.228701  -88611296.1374996
522496  4281514681.08427  -687797205.024308  -88611720.8582029
525824  4281532154.86608  -687877036.799285  -88612145.5763275
529152  4281549628.56537  -687956868.553631  -88612570.2918734
532480  4281567102.18214  -688036700.287348  -88612995.0048406
535808  4281584575.71638  -688116532.000435  -88613419.715229
539136  4281602049.16811  -688196363.692893  -88613844.4230387
542464  4281619522.53732  -688276195.36472  -88614269.1282697
545792  4281636995.82401  -688356027.015917  -88614693.8309219
549120  4281654469.02818  -688435858.646485  -88615118.5309954
552448  4281671942.14983  -688515690.256423  -88615543.2284901
555776  4281689415.18896  -688595521.84573  -88615967.9234061
559104  4281706888.14558  -688675353.414408  -88616392.6157434
562432  4281724361.01967  -688755184.962456  -88616817.3055019
565760  4281741833.81124  -688835016.489874  -88617241.9926817
569088  4281759306.52029  -688914847.996663  -88617666.6772828
572416  4281776779.14683  -688994679.482821  -88618091.3593051
575744  4281794251.69084  -689074510.94835  -88618516.0387487
579072  4281811724.15234  -689154342.393248  -88618940.7156136
582400  4281829196.53131  -689234173.817517  -88619365.3898997
585728  4281846668.82777  -689314005.221156  -88619790.0616071
589056  4281864141.0417  -689393836.604165  -88620214.7307358
592384  4281881613.17312  -689473667.966544  -88620639.3972857
595712  4281899085.22201  -689553499.308293  -88621064.0612569
599040  4281916557.18839  -689633330.629412  -88621488.7226493
602368  4281934029.07225  -689713161.929902  -88621913.381463
605696  4281951500.87359  -689792993.209761  -88622338.037698
609024  4281968972.59241  -689872824.468991  -88622762.6913543
612352  4281986444.22871  -689952655.707591  -88623187.3424318
615680  4282003915.78249  -690032486.925561  -88623611.9909305
619008  4282021387.25375  -690112318.122901  -88624036.6368506
622336  4282038858.64249  -690192149.299611  -88624461.2801919
625664  4282056329.94871  -690271980.455691  -88624885.9209545
628992  4282073801.17241  -690351811.591141  -88625310.5591383
632320  4282091272.31359  -690431642.705962  -88625735.1947434
635648  4282108743.37225  -690511473.800152  -88626159.8277697
638976  4282126214.3484  -690591304.873713  -88626584.4582174
642304  4282143685.24202  -690671135.926644  -88627009.0860863
645632  4282161156.05312  -690750966.958945  -88627433.7113764
648960  4282178626.78171  -690830797.970616  -88627858.3340878
652288  4282196097.42777  -690910628.961657  -88628282.9542205
655616  4282213567.99132  -690990459.932068  -88628707.5717745
658944  4282231038.47234  -691070290.88185  -88629132.1867497
662272  4282248508.87085  -691150121.811001  -88629556.7991462
665600  4282265979.18684  -691229952.719523  -88629981.4089639
668928  4282283449.4203  -691309783.607415  -88630406.0162029
672256  4282300919.57125  -691389614.474677  -88630830.6208632
675584  4282318389.63968  -691469445.321309  -88631255.2229447
678912  4282335859.62559  -691549276.147311  -88631679.8224475
682240  4282353329.52898  -691629106.952683  -88632104.4193716
685568  4282370799.34985  -691708937.737425  -88632529.0137169
688896  4282388269.0882  -691788768.501538  -88632953.6054835
692224  4282405738.74403  -691868599.245021  -88633378.1946714
695552  4282423208.31734  -691948429.967873  -88633802.7812805
698880  4282440677.80813  -692028260.670096  -88634227.3653109
702208  4282458147.2164  -692108091.351689  -88634651.9467625
705536  4282475616.54215  -692187922.012652  -88635076.5256355
708864  4282493085.78538  -692267752.652985  -88635501.1019296
712192  4282510554.9461  -692347583.272689  -88635925.6756451
715520  4282528024.02429  -692427413.871762  -88636350.2467818
718848  4282545493.01997  -692507244.450205  -88636774.8153398
722176  4282562961.93312  -692587075.008019  -88637199.381319
